doi,title,authors,year,journal,type,core,review_status,domains,finding,dichotomy_use,limitation,url
10.1017/s1431927617011370,"Curiosity Rover Mars Hand Lens Imager (MAHLI) Views of the Sediments and Sedimentary Rocks of Gale Crater, Mars",Kenneth S. Edgett; R. Aileen Yingst; Michelle E. Minitti; Megan R. Kennedy; Gillian M. Krezoski; Deirdra M. Fey; Stephane Le Mouelic; Scott K. Rowland; Linda C. Kah; Ezat Heydari; James B. Garvin; Scott J. VanBommel,2017,Microscopy and Microanalysis,journal-article,False,Discovery candidate — not screened,Missions,,,,https://doi.org/10.1017/s1431927617011370
10.1038/ngeo2916,An ongoing satellite–ring cycle of Mars and the origins of Phobos and Deimos,Andrew J. Hesselbrock; David A. Minton,2017,Nature Geoscience,journal-article,False,Discovery candidate — not screened,Moons and impacts,,,,https://doi.org/10.1038/ngeo2916
10.1038/nphys4207,Martian dust blower,Bart Verberck,2017,Nature Physics,journal-article,False,Discovery candidate — not screened,Dichotomy,,,,https://doi.org/10.1038/nphys4207
10.1038/s41550-017-0179,A Martian origin for the Mars Trojan asteroids,D. Polishook; S. A. Jacobson; A. Morbidelli; O. Aharonson,2017,Nature Astronomy,journal-article,False,Discovery candidate — not screened,Dichotomy,,,,https://doi.org/10.1038/s41550-017-0179
10.1038/srep45629,Present-day heat flow model of Mars,Laura M. Parro; Alberto Jiménez-Díaz; Federico Mansilla; Javier Ruiz,2017,Scientific Reports,journal-article,False,Discovery candidate — not screened,Interior,,,,https://doi.org/10.1038/srep45629
10.1111/maps.12950,The noble gas concentrations of the Martian meteorites GRV 99027 and paired NWA 7906/NWA 7907,Peter C. Stephenson; Yangting Lin; Ingo Leya,2017,Meteoritics & Planetary Science,journal-article,False,Discovery candidate — not screened,Meteorite magnetism,,,,https://doi.org/10.1111/maps.12950
10.1130/abs/2017am-300589,SMALL-SCALE WRINKLE RIDGES ON THE MARTIAN DICHOTOMY BOUNDARY: EVIDENCE FOR CHANGE IN PRINCIPAL STRESS DIRECTION,University of Tennessee; Rose M. Borden; Devon M. Burr,2017,Geological Society of America Abstracts with Programs,proceedings-article,False,Discovery candidate — not screened,Dichotomy,,,,https://doi.org/10.1130/abs/2017am-300589
10.1130/abs/2017am-306336,MISSING MARS: CLUES FROM RELICT CRATERS,Brown University; Peter H. Schultz,2017,Geological Society of America Abstracts with Programs,proceedings-article,False,Discovery candidate — not screened,Chronology,,,,https://doi.org/10.1130/abs/2017am-306336
10.1130/abs/2017am-307391,"THE FORMATION OF PIT CRATERS WITHIN NOCTIS LABYRINTHUS, MARS",North Carolina State University; Corbin L. Kling; Paul K. Byrne; Danielle Y. Wyrick; Karl W. Wegmann; Helena Mitasova,2017,Geological Society of America Abstracts with Programs,proceedings-article,False,Discovery candidate — not screened,Chronology,,,,https://doi.org/10.1130/abs/2017am-307391
10.1130/abs/2017am-307650,"MORPHOLOGICAL DIVERSITY OF MARTIAN EOLIAN BEDFORMS AS REVEALED BY THE CURIOSITY ROVER AT GALE CRATER, MARS",Harvard University; Mathieu G.A. Lapotre; Ryan C. Ewing; Ryan C. Ewing; Michael P. Lamb; Michael P. Lamb; Catherine M. Weitz; Catherine M. Weitz; David M. Rubin; David M. Rubin; Nathan T. Bridges; Nathan T. Bridges; Bethany L. Ehlmann; Bethany L. Ehlmann,2017,Geological Society of America Abstracts with Programs,proceedings-article,False,Discovery candidate — not screened,Missions,,,,https://doi.org/10.1130/abs/2017am-307650
10.1134/s1063772917090037,Catalog of hard X-ray solar flares detected with Mars Odyssey/HEND from the Mars orbit in 2001–2016,M. A. Livshits; I. V. Zimovets; D. V. Golovin; B. A. Nizamov; V. I. Vybornov; I. G. Mitrofanov; A. S. Kozyrev; M. L. Litvak; A. B. Sanin; V. I. Tretyakov,2017,Astronomy Reports,journal-article,False,Discovery candidate — not screened,Missions,,,,https://doi.org/10.1134/s1063772917090037
10.1186/s40645-017-0135-8,Feasibility of a magma ocean dynamo on Mars,George Helffrich,2017,Progress in Earth and Planetary Science,journal-article,False,Discovery candidate — not screened,Interior; Magnetism; Surface and water,,,,https://doi.org/10.1186/s40645-017-0135-8
10.14293/s2199-1006.1.sor-geo.clog6vy.v1,Martian Soil,Samuel Kounaves,2017,,database,False,Discovery candidate — not screened,Dichotomy,,,,https://doi.org/10.14293/s2199-1006.1.sor-geo.clog6vy.v1
10.14293/s2199-1006.1.sor-geo.clspwmz.v1,Martian Soil,Samuel Kounaves,2017,,database,False,Discovery candidate — not screened,Dichotomy,,,,https://doi.org/10.14293/s2199-1006.1.sor-geo.clspwmz.v1
10.2307/j.ctv15wxnk9.20,CHIEF MARTIAN MONSTER,,2017,Piercing the Horizon,book-chapter,False,Discovery candidate — not screened,Dichotomy,,,,https://doi.org/10.2307/j.ctv15wxnk9.20
10.31988/scitrends.3819,Evidence For Glaciation Found In Alba Mons Region Of Mars,Rishitosh Kumar Sinha,2017,Science Trends,journal-article,False,Discovery candidate — not screened,Surface and water,,,,https://doi.org/10.31988/scitrends.3819
10.4236/jmp.2017.88083,Crustal Magnetization of Mars: Terra Meridiani and Terra Sirenum,Renee A. French; Donna M. Jurdy,2017,Journal of Modern Physics,journal-article,False,Discovery candidate — not screened,Magnetism,,,,https://doi.org/10.4236/jmp.2017.88083
10.69894/20170124,Seismic interpretation on Mars,Neil McNaughton,2017,Oil Information Technology Journal,journal-article,False,Discovery candidate — not screened,Interior,,,,https://doi.org/10.69894/20170124
10.1002/2015ja021947,Mars nightside electrons over strong crustal fields,Alexander D. Shane; Shaosui Xu; Michael W. Liemohn; David L. Mitchell,2016,Journal of Geophysical Research: Space Physics,journal-article,False,Discovery candidate — not screened,Interior; Magnetism,,,,https://doi.org/10.1002/2015ja021947
10.1002/2015je004987,"The potassic sedimentary rocks in Gale Crater, Mars, as seen by ChemCam on board Curiosity",L. Le Deit; N. Mangold; O. Forni; A. Cousin; J. Lasue; S. Schröder; R. C. Wiens; D. Sumner; C. Fabre; K. M. Stack; R. B. Anderson; D. Blaney; S. Clegg; G. Dromart; M. Fisk; O. Gasnault; J. P. Grotzinger; S. Gupta; N. Lanza; S. Le Mouélic; S. Maurice; S. M. McLennan; P.‐Y. Meslin; M. Nachon; H. Newsom; V. Payré; W. Rapin; M. Rice; V. Sautter; A. H. Treiman,2016,Journal of Geophysical Research: Planets,journal-article,False,Discovery candidate — not screened,Missions,,,,https://doi.org/10.1002/2015je004987
10.1002/2016gl067752,Plasma clouds and snowplows: Bulk plasma escape from Mars observed by MAVEN,J. S. Halekas; D. A. Brain; S. Ruhunusiri; J. P. McFadden; D. L. Mitchell; C. Mazelle; J. E. P. Connerney; Y. Harada; T. Hara; J. R. Espley; G.A. DiBraccio; B. M. Jakosky,2016,Geophysical Research Letters,journal-article,False,Discovery candidate — not screened,Atmosphere,,,,https://doi.org/10.1002/2016gl067752
10.1002/2016gl068926,MAVEN observations of partially developed Kelvin‐Helmholtz vortices at Mars,Suranga Ruhunusiri; J. S. Halekas; J. P. McFadden; J. E. P. Connerney; J. R. Espley; Y. Harada; R. Livi; K. Seki; C. Mazelle; D. Brain; T. Hara; G. A. DiBraccio; D. E. Larson; D. L. Mitchell; B. M. Jakosky; H. Hasegawa,2016,Geophysical Research Letters,journal-article,False,Discovery candidate — not screened,Magnetism,,,,https://doi.org/10.1002/2016gl068926
10.1002/2016gl069591,Ducted electromagnetic waves in the Martian ionosphere detected by the Mars Advanced Radar for Subsurface and Ionosphere Sounding radar,Zhenfei Zhang; Roberto Orosei; Qian Huang; Jie Zhang,2016,Geophysical Research Letters,journal-article,False,Discovery candidate — not screened,Surface and water,,,,https://doi.org/10.1002/2016gl069591
10.1002/2016je005076,Cometary origin of atmospheric methane variations on Mars unlikely,M. Roos‐Serote; S. K. Atreya; C. R. Webster; P. R. Mahaffy,2016,Journal of Geophysical Research: Planets,journal-article,False,Discovery candidate — not screened,Dichotomy,,,,https://doi.org/10.1002/2016je005076
10.1002/2016je005202,The influence of crustal radioactivity on mantle convection and lithospheric thickness on Mars,Walter S. Kiefer,2016,Journal of Geophysical Research: Planets,journal-article,False,Discovery candidate — not screened,Interior,,,,https://doi.org/10.1002/2016je005202
10.1002/rob.21647,Mars Science Laboratory Curiosity Rover Megaripple Crossings up to Sol 710 in Gale Crater,Raymond E. Arvidson; Karl D. Iagnemma; Mark Maimone; Abigail A. Fraeman; Feng Zhou; Matthew C. Heverly; Paolo Bellutta; David Rubin; Nathan T. Stein; John P. Grotzinger; Ashwin R. Vasavada,2016,Journal of Field Robotics,journal-article,False,Discovery candidate — not screened,Missions,,,,https://doi.org/10.1002/rob.21647
10.1007/978-3-319-21888-5_1,Martian Dragons,Erik Seedhouse,2016,Mars via the Moon,book-chapter,False,Discovery candidate — not screened,Dichotomy,,,,https://doi.org/10.1007/978-3-319-21888-5_1
10.1007/s11084-016-9498-x,Searching for the Source Crater of Nakhlite Meteorites,A. Kereszturi; E. Chatzitheodoridis,2016,Origins of Life and Evolution of Biospheres,journal-article,False,Discovery candidate — not screened,Meteorite provenance,,,,https://doi.org/10.1007/s11084-016-9498-x
10.1016/j.asr.2016.07.021,Augmentation method of XPNAV in Mars orbit based on Phobos and Deimos observations,Jiao Rong; Xu Luping; Hua Zhang; Li Cong,2016,Advances in Space Research,journal-article,False,Discovery candidate — not screened,Moons and impacts,,,,https://doi.org/10.1016/j.asr.2016.07.021
10.1016/j.epsl.2015.11.004,A Pb isotopic resolution to the Martian meteorite age paradox,J.J. Bellucci; A.A. Nemchin; M.J. Whitehouse; J.F. Snape; R.B. Kielman; P.A. Bland; G.K. Benedix,2016,Earth and Planetary Science Letters,journal-article,False,Discovery candidate — not screened,Meteorite magnetism,,,,https://doi.org/10.1016/j.epsl.2015.11.004
10.1016/j.epsl.2016.06.041,Rare-earth-element minerals in martian breccia meteorites NWA 7034 and 7533: Implications for fluid–rock interaction in the martian crust,Yang Liu; Chi Ma; John R. Beckett; Yang Chen; Yunbin Guan,2016,Earth and Planetary Science Letters,journal-article,False,Discovery candidate — not screened,Meteorite magnetism; Meteorite geochemistry; Meteorite provenance,,,,https://doi.org/10.1016/j.epsl.2016.06.041
10.1016/j.gca.2015.12.002,Accretion timescale and impact history of Mars deduced from the isotopic systematics of martian meteorites,Lars E. Borg; Gregory A. Brennecka; Steven J.K. Symes,2016,Geochimica et Cosmochimica Acta,journal-article,False,Discovery candidate — not screened,Meteorite geochemistry,,,,https://doi.org/10.1016/j.gca.2015.12.002
10.1016/j.icarus.2015.09.037,Enhanced erosion rates on Mars during Amazonian glaciation,Joseph S. Levy; Caleb I. Fassett; James W. Head,2016,Icarus,journal-article,False,Discovery candidate — not screened,Surface and water,,,,https://doi.org/10.1016/j.icarus.2015.09.037
10.1016/j.icarus.2015.10.020,Origin of circular collapsed landforms in the Chryse region of Mars,Manuel Roda; Maarten G. Kleinhans; Tanja E. Zegers; Rob Govers,2016,Icarus,journal-article,False,Discovery candidate — not screened,Dichotomy,,,,https://doi.org/10.1016/j.icarus.2015.10.020
10.1016/j.icarus.2016.02.050,"Seasonal and static gravity field of Mars from MGS, Mars Odyssey and MRO radio science",Antonio Genova; Sander Goossens; Frank G. Lemoine; Erwan Mazarico; Gregory A. Neumann; David E. Smith; Maria T. Zuber,2016,Icarus,journal-article,False,Discovery candidate — not screened,Missions,,,,https://doi.org/10.1016/j.icarus.2016.02.050
10.1016/j.icarus.2016.04.002,"Extensive aqueous deposits at the base of the dichotomy boundary in Nilosyrtis Mensae, Mars",Joshua L. Bandfield; Elena S. Amador,2016,Icarus,journal-article,False,Discovery candidate — not screened,Dichotomy; Surface and water; Volcanism and tectonics,,,,https://doi.org/10.1016/j.icarus.2016.04.002
10.1016/j.pss.2016.02.013,Mars Express 10 years at Mars: Observations by the Mars Express Radio Science Experiment (MaRS),M. Pätzold; B. Häusler; G.L. Tyler; T. Andert; S.W. Asmar; M.K. Bird; V. Dehant; D.P. Hinson; P. Rosenblatt; R.A. Simpson; S. Tellmann; P. Withers; M. Beuthe; A.I. Efimov; M. Hahn; D. Kahan; S. Le Maistre; J. Oschlisniok; K. Peter; S. Remus,2016,Planetary and Space Science,journal-article,False,Discovery candidate — not screened,Missions,,,,https://doi.org/10.1016/j.pss.2016.02.013
10.1016/j.pss.2016.07.001,Planetary heat flow from shallow subsurface measurements: Mars,Marc Cornwall; Axel Hagermann,2016,Planetary and Space Science,journal-article,False,Discovery candidate — not screened,Interior,,,,https://doi.org/10.1016/j.pss.2016.07.001
10.1016/s0262-4079(16)31348-3,Mars mission on the ocean floor,,2016,New Scientist,journal-article,False,Discovery candidate — not screened,Surface and water,,,,https://doi.org/10.1016/s0262-4079(16)31348-3
10.1017/s1431927616009879,Identifying the Carrier of Martian Water in the Nakhla Meteorite,Martin Lee; Ian MacLaren,2016,Microscopy and Microanalysis,journal-article,False,Discovery candidate — not screened,Meteorite magnetism,,,,https://doi.org/10.1017/s1431927616009879
10.1038/nature.2016.19916,Giant tsunamis washed over ancient Mars,Alexandra Witze,2016,Nature,journal-article,False,Discovery candidate — not screened,Dichotomy,,,,https://doi.org/10.1038/nature.2016.19916
10.1038/srep25106,Tsunami waves extensively resurfaced the shorelines of an early Martian ocean,J. Alexis P. Rodriguez; Alberto G. Fairén; Kenneth L. Tanaka; Mario Zarroca; Rogelio Linares; Thomas Platz; Goro Komatsu; Hideaki Miyamoto; Jeffrey S. Kargel; Jianguo Yan; Virginia Gulick; Kana Higuchi; Victor R. Baker; Natalie Glines,2016,Scientific Reports,journal-article,False,Discovery candidate — not screened,Surface and water,,,,https://doi.org/10.1038/srep25106
10.1063/pt.5.031268,Viking 1 lands on Mars,,2016,Physics Today,journal-article,False,Discovery candidate — not screened,Missions,,,,https://doi.org/10.1063/pt.5.031268
10.1109/icgpr.2016.7572700,The subsurface penetrating radar on the rover of China's Mars 2020 mission,B. Zhou; S. X. Shen; Y. C. Ji; W. Lu; F. Zhang; G. Y. Fang; Y. Su; S. Dai,2016,2016 16th International Conference on Ground Penetrating Radar (GPR),proceedings-article,False,Discovery candidate — not screened,Surface and water,,,,https://doi.org/10.1109/icgpr.2016.7572700
10.1111/maps.12647,The chlorine isotopic composition of Martian meteorites 1: Chlorine isotope composition of Martian mantle and crustal reservoirs and their interactions,J. T. Williams; C. K. Shearer; Z. D. Sharp; P. V. Burger; F. M. McCubbin; A. R. Santos; C. B. Agee; K. D. McKeegan,2016,Meteoritics & Planetary Science,journal-article,False,Discovery candidate — not screened,Meteorite geochemistry,,,,https://doi.org/10.1111/maps.12647
10.1111/maps.12684,Martian meteorite Tissint records unique petrogenesis among the depleted shergottites,A. Basu Sarbadhikari; E. V. S. S. K. Babu; T. Vijaya Kumar; H. Chennaoui Aoudjehane,2016,Meteoritics & Planetary Science,journal-article,False,Discovery candidate — not screened,Meteorite magnetism,,,,https://doi.org/10.1111/maps.12684
10.1111/maps.12717,"Hydrogen isotopic composition of the Martian mantle inferred from the newest Martian meteorite fall, Tissint",P. Mane; R. Hervig; M. Wadhwa; L. A. J. Garvie; J. B. Balta; H. Y. McSween,2016,Meteoritics & Planetary Science,journal-article,False,Discovery candidate — not screened,Meteorite magnetism; Meteorite geochemistry,,,,https://doi.org/10.1111/maps.12717
10.1111/maps.12720,Water undersaturated mantle plume volcanism on present‐day Mars,Walter S. Kiefer; Qingsong Li,2016,Meteoritics & Planetary Science,journal-article,False,Discovery candidate — not screened,Volcanism and tectonics,,,,https://doi.org/10.1111/maps.12720
10.1111/maps.12740,Regolith breccia Northwest Africa 7533: Mineralogy and petrology with implications for early Mars,Roger H. Hewins; Brigitte Zanda; Munir Humayun; Alexander Nemchin; Jean‐Pierre Lorand; Sylvain Pont; Damien Deldicque; Jeremy J. Bellucci; Pierre Beck; Hugues Leroux; Maya Marinova; Laurent Remusat; Christa Göpel; Eric Lewin; Marion Grange; Allen Kennedy; Martin J. Whitehouse,2016,Meteoritics & Planetary Science,journal-article,False,Discovery candidate — not screened,Meteorite geochemistry,,,,https://doi.org/10.1111/maps.12740
10.1117/12.2232425,Gamma ray spectrometer for future Mars mission: design concept and simulation study,S. K. Goyal; D. Banerjee; S. Vadawale; Dipak K. Panda; A. R. Patel; A. Patinge; T. Ladiya; A. B. Sarbadhikari,2016,SPIE Proceedings Space Telescopes and Instrumentation 2016: Ultraviolet to Gamma Ray,proceedings-article,False,Discovery candidate — not screened,Missions,,,,https://doi.org/10.1117/12.2232425
10.1130/abs/2016am-282080,MICROANALYSIS OF IDDINGSITE ALTERATION IN MARTIAN METEORITE NORTHWEST AFRICA 10416,University of New Mexico; Zoltan Vaci; Carl Agee; Christopher D.K. Herd,2016,Geological Society of America Abstracts with Programs,proceedings-article,False,Discovery candidate — not screened,Meteorite magnetism,,,,https://doi.org/10.1130/abs/2016am-282080
10.1130/abs/2016am-283313,ENHANCEMENT OF ASTROBIOLOGICAL DETECTION POTENTIAL BY FRACTURE-SOURCED FLUIDS NEAR MARS’ DICHOTOMY BOUNDARY,University of Colorado; Rebecca Jane Thomas; Brian M. Hynek,2016,Geological Society of America Abstracts with Programs,proceedings-article,False,Discovery candidate — not screened,Dichotomy; Surface and water; Volcanism and tectonics,,,,https://doi.org/10.1130/abs/2016am-283313
10.1130/abs/2016am-283395,"GEOLOGIC MAP OF THE MSL CURIOSITY ROVER EXTENDED MISSION TRAVERSE OF AEOLIS MONS, GALE CRATER, MARS",California Institute of Technology; Kathryn M. Stack; Shannon M. Cofield; Abigail A. Fraeman; Christopher S. Edwards,2016,Geological Society of America Abstracts with Programs,proceedings-article,False,Discovery candidate — not screened,Missions,,,,https://doi.org/10.1130/abs/2016am-283395
10.1130/abs/2016am-283458,VOLCANOTECTONIC PROCESSES NEAR MARS’ DICHOTOMY BOUNDARY,University of Colorado; Rebecca Jane Thomas; Brian M. Hynek,2016,Geological Society of America Abstracts with Programs,proceedings-article,False,Discovery candidate — not screened,Dichotomy; Gravity and topography; Magnetism; Chronology; Surface and water; Volcanism and tectonics; Atmosphere,,,,https://doi.org/10.1130/abs/2016am-283458
10.1130/abs/2016am-284494,LONG-LIVED DEEP LAKES IN EARLY MARS: SEDIMENTOLOGICAL EVIDENCE FROM THE CURIOSITY ROVER AT GALE CRATER,Jackson State University; Ezat Heydari; Kathryn M. Stack; Fred Calef; Kevin Lewis; Timothy Parker; Scott K. Rowland; Alberto G. Fairen; Bernard Hallet,2016,Geological Society of America Abstracts with Programs,proceedings-article,False,Discovery candidate — not screened,Missions,,,,https://doi.org/10.1130/abs/2016am-284494
10.1130/abs/2016am-285651,DIVERSE IGNEOUS PROTOLITH CONTRIBUTIONS TO SEDIMENTS IN GALE CRATER: VARIABLE METASOMATISM OF THE MARS MANTLE,Brock University; Mariek Schmidt; Matthew R.M. Izawa; Alicia E.P. Thomas; Lucy M. Thompson; R. Gellert,2016,Geological Society of America Abstracts with Programs,proceedings-article,False,Discovery candidate — not screened,Missions,,,,https://doi.org/10.1130/abs/2016am-285651
10.1130/abs/2016am-287257,OLIVINES IN MARTIAN METEORITE NWA 10416: ALTERATION AND OXYGEN ISOTOPE EVOLUTION,University of New Mexico; Karen Ziegler; Zoltan Vaci; Carl B. Agee,2016,Geological Society of America Abstracts with Programs,proceedings-article,False,Discovery candidate — not screened,Meteorite magnetism,,,,https://doi.org/10.1130/abs/2016am-287257
10.1134/s1064226916010101,Space-based radar systems intended for subsurface sounding of Mars and Moon soils,V. M. Smirnov; O. V. Yushkova; V. N. Marchuk; V. Yu. Andreev,2016,Journal of Communications Technology and Electronics,journal-article,False,Discovery candidate — not screened,Surface and water,,,,https://doi.org/10.1134/s1064226916010101
10.2343/geochemj.2.0407,Interactive evolution of multiple water-ice reservoirs on Mars: Insights from hydrogen isotope compositions,Hiroyuki Kurokawa; Tomohiro Usui; Masahiko Sato,2016,GEOCHEMICAL JOURNAL,journal-article,False,Discovery candidate — not screened,Surface and water,,,,https://doi.org/10.2343/geochemj.2.0407
10.2514/6.2016-5681,Trajectory Design for the Phobos and Deimos & Mars Environment Spacecraft,Anthony L. Genova; David Korsmeyer; Mike Loucks; Fan Yang Yang; Pascal Lee,2016,AIAA/AAS Astrodynamics Specialist Conference,proceedings-article,False,Discovery candidate — not screened,Moons and impacts,,,,https://doi.org/10.2514/6.2016-5681
10.1002/2014je004660,Statistical studies on Mars atmospheric sputtering by precipitating pickup O + : Preparation for the MAVEN mission,Yung‐Ching Wang; Janet G. Luhmann; Xiaohua Fang; François Leblanc; Robert E. Johnson; Yingjuan Ma; Wing‐Huen Ip,2015,Journal of Geophysical Research: Planets,journal-article,False,Discovery candidate — not screened,Atmosphere,,,,https://doi.org/10.1002/2014je004660
10.1002/2014je004748,Thermal evolution and Urey ratio of Mars,A.-C. Plesa; N. Tosi; M. Grott; D. Breuer,2015,Journal of Geophysical Research: Planets,journal-article,False,Discovery candidate — not screened,Interior,,,,https://doi.org/10.1002/2014je004748
10.1002/2015gl065004,Magnetic reconnection in the near‐Mars magnetotail: MAVEN observations,Y. Harada; J. S. Halekas; J. P. McFadden; D. L. Mitchell; C. Mazelle; J. E. P. Connerney; J. Espley; D. E. Larson; D. A. Brain; L. Andersson; G. A. DiBraccio; G. A. Collinson; R. Livi; T. Hara; S. Ruhunusiri; B. M. Jakosky,2015,Geophysical Research Letters,journal-article,False,Discovery candidate — not screened,Magnetism; Atmosphere,,,,https://doi.org/10.1002/2015gl065004
10.1002/2015gl065169,Model insights into energetic photoelectrons measured at Mars by MAVEN,Shotaro Sakai; Ali Rahmati; David L. Mitchell; Thomas E. Cravens; Stephen W. Bougher; Christian Mazelle; W. K. Peterson; Francis G. Eparvier; Juan M. Fontenla; Bruce M. Jakosky,2015,Geophysical Research Letters,journal-article,False,Discovery candidate — not screened,Magnetism,,,,https://doi.org/10.1002/2015gl065169
10.1002/2015gl065241,Ionospheric plasma density variations observed at Mars by MAVEN/LPW,D. J. Andrews; L. Andersson; G. T. Delory; R. E. Ergun; A. I. Eriksson; C. M. Fowler; T. McEnulty; M. W. Morooka; T. Weber; B. M. Jakosky,2015,Geophysical Research Letters,journal-article,False,Discovery candidate — not screened,Magnetism,,,,https://doi.org/10.1002/2015gl065241
10.1002/2015gl065248,Magnetotail dynamics at Mars: Initial MAVEN observations,Gina A. DiBraccio; Jared. R. Espley; Jacob R. Gruesbeck; John E. P. Connerney; David A. Brain; Jasper S. Halekas; David L. Mitchell; James P. McFadden; Yuki Harada; Roberto Livi; Glyn Collinson; Takuya Hara; Christian Mazelle; Bruce M. Jakosky,2015,Geophysical Research Letters,journal-article,False,Discovery candidate — not screened,Magnetism; Atmosphere,,,,https://doi.org/10.1002/2015gl065248
10.1002/2015gl065262,MAVEN insights into oxygen pickup ions at Mars,A. Rahmati; D. E. Larson; T. E. Cravens; R. J. Lillis; P. A. Dunn; J. S. Halekas; J. E. Connerney; F. G. Eparvier; E. M. B. Thiemann; B. M. Jakosky,2015,Geophysical Research Letters,journal-article,False,Discovery candidate — not screened,Magnetism; Atmosphere,,,,https://doi.org/10.1002/2015gl065262
10.1002/2015gl065271,Initial results from the MAVEN mission to Mars,Bruce M. Jakosky; Joseph M. Grebowsky; Janet G. Luhmann; David A. Brain,2015,Geophysical Research Letters,journal-article,False,Discovery candidate — not screened,Magnetism; Atmosphere,,,,https://doi.org/10.1002/2015gl065271
10.1002/2015gl065346,Strong plume fluxes at Mars observed by MAVEN: An important planetary ion escape channel,Y. Dong; X. Fang; D. A. Brain; J. P. McFadden; J. S. Halekas; J. E. Connerney; S. M. Curry; Y. Harada; J. G. Luhmann; B. M. Jakosky,2015,Geophysical Research Letters,journal-article,False,Discovery candidate — not screened,Atmosphere,,,,https://doi.org/10.1002/2015gl065346
10.1002/2015gl065487,MAVEN IUVS observation of the hot oxygen corona at Mars,J. Deighan; M. S. Chaffin; J.‐Y. Chaufray; A. I. F. Stewart; N. M. Schneider; S. K. Jain; A. Stiepen; M. Crismani; W. E. McClintock; J. T. Clarke; G. M. Holsclaw; F. Montmessin; F. G. Eparvier; E. M. B. Thiemann; P. C. Chamberlin; B. M. Jakosky,2015,Geophysical Research Letters,journal-article,False,Discovery candidate — not screened,Magnetism,,,,https://doi.org/10.1002/2015gl065487
10.1002/2015gl065720,Estimation of the spatial structure of a detached magnetic flux rope at Mars based on simultaneous MAVEN plasma and magnetic field observations,Takuya Hara; David L. Mitchell; James P. McFadden; Kanako Seki; David A. Brain; Jasper S. Halekas; Yuki Harada; Jared R. Espley; Gina A. DiBraccio; John E. P. Connerney; Lailla Andersson; Christian Mazelle; Bruce M. Jakosky,2015,Geophysical Research Letters,journal-article,False,Discovery candidate — not screened,Magnetism; Atmosphere,,,,https://doi.org/10.1002/2015gl065720
10.1002/2015gl065732,MAVEN and the Mars Initial Reference Ionosphere model,Michael Mendillo; Clara Narvaez; Majd Matta; Marissa Vogt; Paul Mahaffy; Mehdi Benna; Bruce Jakosky,2015,Geophysical Research Letters,journal-article,False,Discovery candidate — not screened,Magnetism; Atmosphere,,,,https://doi.org/10.1002/2015gl065732
10.1002/2015gl066122,Implications of MAVEN Mars near‐wake measurements and models,J. G. Luhmann; Chuanfei Dong; Yingjuan Ma; S. M. Curry; D. Mitchell; J. Espley; J. Connerney; J. Halekas; D. A. Brain; B. M. Jakosky; C. Mazelle,2015,Geophysical Research Letters,journal-article,False,Discovery candidate — not screened,Magnetism,,,,https://doi.org/10.1002/2015gl066122
10.1002/2015je004809,The Pb isotopic evolution of the Martian mantle constrained by initial Pb in Martian meteorites,J. J. Bellucci; A. A. Nemchin; M. J. Whitehouse; J. F. Snape; P. Bland; G. K. Benedix,2015,Journal of Geophysical Research: Planets,journal-article,False,Discovery candidate — not screened,Meteorite magnetism; Meteorite geochemistry,,,,https://doi.org/10.1002/2015je004809
10.1007/978-1-4614-3134-3_146,"Fan-Shaped Deposit (Tharsis, Mars)",Fabio Vittorio De Blasio,2015,Encyclopedia of Planetary Landforms,book-chapter,False,Discovery candidate — not screened,Gravity and topography,,,,https://doi.org/10.1007/978-1-4614-3134-3_146
10.1007/978-1-4614-3134-3_173,Giant Polygons (Mars),Dorothy Z. Oehler,2015,Encyclopedia of Planetary Landforms,book-chapter,False,Discovery candidate — not screened,Dichotomy,,,,https://doi.org/10.1007/978-1-4614-3134-3_173
10.1007/978-1-4614-3134-3_543,"Stealth Feature (Radar, Mars)",Henrik Hargitai; Jim Zimbelman,2015,Encyclopedia of Planetary Landforms,book-chapter,False,Discovery candidate — not screened,Surface and water,,,,https://doi.org/10.1007/978-1-4614-3134-3_543
10.1007/978-1-4614-3134-3_649,Hemispheric Dichotomy (Mars),James H. Roberts,2015,Encyclopedia of Planetary Landforms,book-chapter,False,Discovery candidate — not screened,Dichotomy; Interior; Gravity and topography; Magnetism; Chronology; Surface and water; Volcanism and tectonics; Atmosphere,,,,https://doi.org/10.1007/978-1-4614-3134-3_649
10.1007/978-1-4614-3134-3_650,Transition Topography (Mars),Giovanni Leone,2015,Encyclopedia of Planetary Landforms,book-chapter,False,Discovery candidate — not screened,Gravity and topography; Atmosphere,,,,https://doi.org/10.1007/978-1-4614-3134-3_650
10.1007/978-3-662-44185-5_100680,Martian Meteorites,,2015,Encyclopedia of Astrobiology,book-chapter,False,Discovery candidate — not screened,Dichotomy; Meteorite magnetism; Meteorite geochemistry,,,,https://doi.org/10.1007/978-3-662-44185-5_100680
10.1007/978-3-662-44185-5_1756,Mars Odyssey,Frances Westall,2015,Encyclopedia of Astrobiology,book-chapter,False,Discovery candidate — not screened,Missions,,,,https://doi.org/10.1007/978-3-662-44185-5_1756
10.1007/978-3-662-44185-5_940,Mars Express,Jean-Pierre Bibring,2015,Encyclopedia of Astrobiology,book-chapter,False,Discovery candidate — not screened,Missions,,,,https://doi.org/10.1007/978-3-662-44185-5_940
